Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Price_in_taka,Location
"125 Sq Ft Commercial Shop For Sale At 9 No. North Pahartali Ward, With Efficient Commercial Amenities",2.96576466217279,2.9743548252542777,,vacant,2692.0328987805456,chattogram,"৳3,750,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
See This Office Space For Sale Located In CDA Avenue Near To Bangladesh Mahila Samity Girls&#039; High School and College,2.9051058251394504,1.9289795459408632,5,vacant,1362.6337665539215,chattogram,"৳20,000,000","CDA Avenue, East Nasirabad"
Property In Aftab Nagar– 1500 Sq Ft Flat For Sale,1.9219863362002862,1.8810710377245856,5,vacant,479.47230804336147,dhaka,"৳11,000,000","Block H, Aftab Nagar"
1365 Sq Ft Flat Is Up For Sale In Mirpur-10,3.117930795806537,3.8616966243748903,9,vacant,1647.5017823553997,dhaka,"৳7,507,500","Section 10, Mirpur"
"150 Sq Ft Delightful Shop For Sale In 9 No. North Pahartali Ward, Dhaka Trunk Road",2.0809625505305354,1.77107103174468,4,vacant,1034.7920588980835,chattogram,"৳3,000,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
"At Bagmoniram, A Ready Flat Is Up For Sale Close To Jame Masjid",3.091439123467741,2.8966434444859512,,,1023.6575371138977,chattogram,"৳15,500,000","Hillview Residential Area, 15 No. Bagmoniram Ward"
"A Nicely Constructed Apartment Of 2150 Sq Ft Is Available Right Now For Sale In Zakir Hossain Road, Khulshi",3.095446528284262,3.0613961517426693,4,vacant,33.46102522638557,chattogram,"৳13,000,000","Zakir Hossain Road, Khulshi"
"We are presenting this 2,900 sq ft office for sale which is located in Eskaton",3.4744727552376644,2.8435974294691095,4,vacant,2125.3803401626783,dhaka,"৳101,500,000","New Eskaton Road, Eskaton"
This 1700 Sq Ft Apartment Is Up For Sale At Halishahar,2.909960512403818,2.866138175499884,2,vacant,925.7795325926376,chattogram,"৳12,000,000","26 No. North Halishahar Ward, Halishahar"
2200 Sq Ft Flat Is Now For Sale Which Is In Bashundhara R-a,2.8865148407636028,3.1752276492541687,2,vacant,1061.5530833288694,dhaka,"৳16,500,000","Block I, Bashundhara R-A"
"3500 Sq.ft Apartment For sale in South Khulshi, Nearby South Khulshi Jame Moshjid.",1.819712174705069,1.9377230467621114,1,vacant,938.6686010592277,chattogram,"৳29,000,000","South Khulshi, Khulshi"
"This 1008 Sq.Ft Convenient Flat Is For Sale In Shadheenata Sharani, Mirpur 10.",3.136467574628203,3.0314122409789284,5,vacant,1953.9322991643437,dhaka,"৳4,838,400","Section 10, Mirpur"
"A 2300 Square Ft. Residential Apartment For Sale At Bashundhara R-A, Block J.",3.250118924372313,2.0628465092690553,1,vacant,1197.0690727409801,dhaka,"৳15,000,000","Block J, Bashundhara R-A"
Check This Fine Looking Flat Of 1150 Sq Ft Offered For Sale At Sarai Para,2.9747554340107767,3.064823825400181,4,vacant,1573.819738674245,chattogram,"৳4,600,000","12 No. Sarai Para Ward, Double Mooring"
"156 Sq Ft Perfect Shop For Sale In 9 No. North Pahartali Ward, Dhaka Trunk Road",2.813866969386953,2.851051562416526,4,vacant,829.7124732240403,chattogram,"৳3,120,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
Get This 5 Katha Wonderful Plot In Purbachal Marine City Which Is Ready For Sale,2.817339755666748,2.9773923296402347,,vacant,1547.926040879756,narayanganj-city,"৳6,500,000","Rupganj, Narayanganj"
10500 Sq Ft Abundant Commercial Space For Sale In Double Mooring,3.1441360158652967,2.841667102229308,6,vacant,1013.907140202752,chattogram,"৳147,000,000","Sheikh Mujib Road, Double Mooring"
"We Are Happy To Presents This 129 Sq Ft Fitted Shop Located In Kazirhat, Mohara For Sale",,,,vacant,16740.600021412647,chattogram,"৳3,225,000","Mohara, 4 No Chandgaon Ward"
"2 Bedroom, 2 Bathroom Apartment With A View Is Up For Sale In Cosmopolitan R/A",3.120333476944161,2.8439519424181117,3,vacant,914.3779872595725,chattogram,"৳6,720,000","Cosmopolitan R/A, 7 No. West Sholoshohor Ward"
"1545 Sq Ft Flat With 3 Modest Bedrooms For Sale In Mirpur-2, Block C",2.852559205199615,2.8974757245910756,5,vacant,1358.4152219938069,dhaka,"৳14,000,000","Section 2, Mirpur"
Visit This Apartment For Sale In Patharghata Near St. Placid&#039;s School and College.,2.0514343361486347,1.8981840487592634,7,vacant,1387.927450855853,chattogram,"৳7,200,000","Patharghata, Kotwali"
"5 Katha Plot For Sale In Bproperty Village, Rupganj",2.025851235907175,1.8535616135495447,,vacant,694.5503585402445,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
A Commercial Building Is Up For Sale Which Is Located In Mirpur Nearby Mirpur Adhunik Hospital,,,6,vacant,1311.9317238991275,dhaka,"৳120,000,000","Section 12, Mirpur"
Shop for sale in Chandgaon nearby EBL,3.1930612735253066,5.237020598467131,,vacant,3122.339127936938,chattogram,"৳2,750,000","Mohara, 4 No Chandgaon Ward"
A Decent 1050 Sq Ft Flat Which Is Near To Dutch-bangla Bank Limited Is Now For Sale In Jhautola,3.0495366259336416,2.953451076933687,4,vacant,835.1562800797311,cumilla,"৳4,200,000","Shahid Khawaja Nizamuddin Road, Jhautola"
800 Sq.ft Apartment Is Available For Sale In South Chalabon Near Chalaban Water Pump Which Is Tailored To Your Highest Standards,3.150410361026723,2.8708052774406694,7,vacant,1506.0187059449415,dhaka,"৳3,800,000","South Chalabon, Dakshin Khan"
"241 Sq Ft Shop Is Up For Sale In New Baily Road, Shiddheswari",3.0149718503099012,2.7811315487126533,2,vacant,1258.8769075985792,dhaka,"৳4,500,000","New Baily Road, Shiddheswari"
This 1450 Sq Ft Apartment Is Assuring You A Nice Environment To Reside By In North Bagichagaon,16.06405315124362,9.976115567014146,6,vacant,5761.237460046153,cumilla,"৳5,510,000","North Bagichagaon, Bagichagaon"
An Apartment Of 800 Sq.ft Is Up For Sale In Monsurabad Near Hajrat Khaja Mansur Ali Shah (r) Mazar,2.1398591737225896,1.9690457235846046,3,vacant,785.6808995625779,chattogram,"৳3,700,000","24 No. North Agrabad Ward, Double Mooring"
Find 1250 SQ FT flat available for sale in Bashundhara R-A,2.677173435827394,2.9362749565923956,2,vacant,1228.6833190821444,dhaka,"৳11,500,000","Block C, Bashundhara R-A"
Grab A 1275 Sq Ft Residence For Sale At Lal Khan Bazaar,2.9291782258044803,3.021660112962508,8,vacant,1258.4553845474732,chattogram,"৳7,393,750","Hill Side Residential Area, Lal Khan Bazaar"
"A well-constructed 2100 SQ FT flat is for sale in Bashundhara R-A, Block J",2.895790974584219,3.038665093588337,3,vacant,602.6585616905379,dhaka,"৳15,750,000","Block J, Bashundhara R-A"
Buy This 2687 Square Feet Flat In The Nice Area Of Banani,,,4,vacant,2540.490291091699,dhaka,"৳47,500,000","Road No 25, Banani"
1400 Sq Ft Ready Apartment To Sale In Bakalia,1.9390434252727862,1.9690692599371062,5,vacant,917.4571894277552,chattogram,"৳7,700,000","Dewan Bazar, Bakalia"
A 2000 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Bashundhara R-a,2.3311977762222393,1.8922135476212465,5,vacant,1209.6462632586336,dhaka,"৳22,000,000","Block B, Bashundhara R-A"
"Reside conveniently in this well constructed 950 SQ FT flat for sale in Dakshin Khan, near Farid Market",2.8081788643161922,4.065147390476709,,,1238.3742657006233,dhaka,"৳4,500,000","Madhya Ajampur, Dakshin Khan"
"Get Comfortable In A 930 Sq Ft Nice Flat For Sale In Middle Monipur, Mirpur",2.2145178779894894,3.0012243890759582,7,vacant,734.2576568538605,dhaka,"৳5,500,000","Middle Monipur, Mirpur"
3 Katha Plot is now for sale in Bproperty Village,3.6271674868824384,4.086919942466012,,vacant,2369.598748643785,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
1400 Sq Ft Flat For Sale In Merul Badda,1.9258076712524428,2.0773036974237495,4,vacant,-133.76998845602634,dhaka,"৳8,500,000","Merul Badda, Badda"
Well Planned 1348 Sq Ft Flat For Sale In Aftab Nagar,4.036057237050746,3.8608899302508473,1,vacant,1903.2270169595706,dhaka,"৳11,200,000","Block H, Aftab Nagar"
"A 3 katha Residential Plot Is For Sale At Rupganj , Bproperty Village.",3.129875019881344,2.8596707876382377,,vacant,1347.7810655610824,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
This Is 1462 Sq Ft Apartment Is Set For Sale At 10 No. North Kattali Ward,3.157569170005102,1.926075308681739,6,vacant,1925.8343713258578,chattogram,"৳9,500,000","CDA R/A, 10 No. North Kattali Ward"
Acquire This 130 Sq.Ft Shop Which Is Up For Sale In Chandgaon Near Chattogram International Medical College &amp; Hospital,2.1757626457277555,1.8966513752055492,1,vacant,318.9975211456531,chattogram,"৳2,340,000","Chand Mia Road, 4 No Chandgaon Ward"
Commercial Shop Of 200 Sq Ft Shop Is Up For Sale At Bakalia,2.9227414697997376,3.073896420168687,2,vacant,1272.27333099894,chattogram,"৳4,800,000","Dewan Bazar, Bakalia"
Reasonable 1265 Sq Ft Flat Is Available For Sale In Dakkhin Paikpara Sarak,2.8975679617573555,3.034373341780728,2,vacant,1008.6966324192734,dhaka,"৳8,800,000","Dakkhin Paikpara, Mirpur"
"650 Sq. Ft. Flat Is Now Up For Sale Located In Mirpur, Block C",2.1900808424981246,2.1075479261766406,1,vacant,1869.1133013378335,dhaka,"৳3,500,000","Section 12, Mirpur"
2700 Square Feet Apartment For Sale In Gulshan 1,,,3,vacant,1316.1881989763817,dhaka,"৳55,000,000","Gulshan 1, Gulshan"
Modern Home For Residents | 1305 Sq Ft Flat In South Khulsi For Sale,1.7173772172381965,2.0204149896241,3,vacant,1078.781266876851,chattogram,"৳11,000,000","South Khulshi, Khulshi"
Attention ! A 1226 Sq.ft Kadamtali Apartment Is Up For Sale Close To Baitul Jannat Jame Masjid,2.7489251234959022,3.117385670258926,3,vacant,1834.514714201402,chattogram,"৳4,904,000","23 No. North Pathantooly Ward, Double Mooring"
"Live Pleasantly In This 970 Sq Ft Apartment For Sale In East Kazipara, Mirpur",2.7962993261489704,3.045959731530481,1,vacant,1341.9620865747238,dhaka,"৳4,000,000","East Kazipara, Mirpur"
"5 Katha Plot is now up for sale, in Bproperty Village",3.110143810742403,3.0066632314787767,,vacant,860.4821199519058,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
Check This 1145 Sq.Ft Apartment Which Is Up For Sale At Bakalia Near To Abdul Hamid Sawdagar High School.,3.0315538052958324,3.1448525947442603,7,vacant,508.107949305954,chattogram,"৳3,400,000","6 No East Sholoshohor Ward, Bakalia"
This 1400 Sq Ft Apartment Is Ready For Sale At 30 No. East Madarbari Ward,3.1529740412300464,3.0112696920518442,2,vacant,1748.0011373267737,chattogram,"৳7,800,000","Majhirghat Road, 30 No. East Madarbari Ward"
1400 Sq Ft Apartment To Sale In Dewan Bazar Near To Shri Shri Ramthakur O Joy Baba Loknath Kunjo,2.905344025689621,2.970222272981297,1,vacant,940.5019444485255,chattogram,"৳7,700,000","Dewan Bazar, Bakalia"
A 3 Katha Plot Sale In Rupganj Bproperty Village.,3.0351237822735744,2.9180245031827763,,vacant,1536.192972823957,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
Tastefully Designed this 1200 SQ FT apartment is now vacant for Sale in Gazipur Sadar Upazila,3.138596843736222,2.0687864184678824,2,vacant,1243.8944460052794,gazipur,"৳3,300,000","Tongi, Gazipur Sadar Upazila"
"Envision Your Living Approaches In This 1240 Sq Ft Apartment Up For Sale In Gazipur, Joydebpur",2.9314656132201007,3.121037261371214,5,vacant,1492.2193777281427,gazipur,"৳4,960,000","Joydebpur, Gazipur Sadar Upazila"
"Residential Plot For Sale At Bproperty Village, Rupganj",3.1011965765983702,1.9950503554040169,,vacant,1284.1261653197112,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
9 No. North Pahartali Ward Is Highlighting A 110 Square Feet Standard Shop Space For Sale,2.8533531730927497,3.1279709436698937,2,vacant,991.4706410508502,chattogram,"৳3,850,000","Dhaka Trunk Road, 9 No. North Pahartali Ward"
Covering 1080 Sq Ft Space A Flat Is Up For Sale In Joydebpur Nearby Jannatul Mawa Jame Mosjid,2.919566991876092,2.8072469828315807,6,vacant,982.2518875642863,gazipur,"৳4,320,000","Joydebpur, Gazipur Sadar Upazila"
Take A Look At This 2200 Sq Ft Apartment Ready For Sale In 26 No. North Halishahar Ward,2.9154276220465056,1.9945742519052256,1,vacant,1480.7380172461799,chattogram,"৳12,100,000","26 No. North Halishahar Ward, Halishahar"
A 2146 Sq. Ft Residential Building For Sale Is All Set For You To Settle In Dendabor.,1.735066903054242,1.9960769764921549,,vacant,435.8247850878085,dhaka,"৳10,500,000","Ashulia, Savar"
"A Plot Is Up For Sale In The Beautiful Location Of Bproperty Village, Narayanganj, Rupganj",4.107886645118153,4.928868380965735,,vacant,896.057002488162,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
Plot For Sale In A Suitable Place In Bproperty Village,2.896005943470592,3.23324512763813,Merin City - Purbach,vacant,1980.8700024934378,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
"A 1450 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Block H, Banasree",4.002768017919747,3.9935234861369,9,vacant,1375.6606634697569,dhaka,"৳11,500,000","Block H, Banasree"
Visit This Apartment For Sale In Chasma Hill R/A Near Hossain Ahmed Chowdhury City Corporation School &amp; College,2.1065073412309654,1.9601062250065633,5,vacant,1081.4457197608679,chattogram,"৳6,520,000","Chasma Hill R/A, 7 No. West Sholoshohor Ward"
Let Us Introduce You To This 1699 Sq Ft Flat For Sale In 9 No. North Pahartali Ward,3.0989270491113152,4.002540222087224,6,vacant,2799.1642912069055,chattogram,"৳8,495,000","West Khulshi R/A, 9 No. North Pahartali Ward"
At Chandgaon R/A Nice Flat Up For Sale Near Chandgaon Post Office,3.147413190582855,2.8040378450610803,4,vacant,1715.0992496448891,chattogram,"৳6,500,000","Bahaddarhat, 4 No Chandgaon Ward"
"Imagine A Spacious Flat That Comes With Your Affordability Yes This 2380 Sq Ft Beautiful Apartment Up For Sale In Bashundhara, Near Playpen School Junior Section Is Definitely That One.",2.978180967229571,2.9256519199687747,1st,vacant,1969.941140172205,dhaka,"৳29,000,000","Block D, Bashundhara R-A"
Offering you 750 SQ FT flat for sale in Uttara 10,2.906220091334629,3.0962035657776243,2,vacant,2217.661901907785,dhaka,"৳6,200,000","Sector 10, Uttara"
Deal With Your Business In A 153 Sq Ft Shop With A Convenient For Sale In Halishahar Area Near To Halishahar Thana,2.982338775456801,2.9384618326104714,1,vacant,3643.4137780031815,chattogram,"৳4,325,000","39 No. South Halishahar Ward, Halishahar"
This 1015 Sq.ft Home In Rajanigandha Residential Area Is Up For Sale In A Wonderful Neighborhood,2.6261783602670885,2.91890001553652,5,vacant,510.08875826937106,dhaka,"৳6,000,000","Section 15, Mirpur"
An Apartment Of 1700 Sq Ft Is Ready For Sale At Uttara,2.6793984959755752,3.128128472829433,7,vacant,2114.0505384289722,dhaka,"৳17,000,000","Sector 7, Uttara"
View This 1186 Sq Ft Ready Apartment For Sale In Bakalia,3.706961626567085,4.131135080374577,8,vacant,2723.5746120290587,chattogram,"৳5,337,000","Dewan Bazar, Bakalia"
"Plot Of 5 Katha Is Up For Sale In Rupganj, Narayanganj, Bproperty Village",2.7790642822134792,3.050584118262618,,vacant,1282.2784028430092,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
"At Chandana, A Nice Flat Is Ready To Sale",3.0885682493933087,2.955469761459736,7,vacant,3094.2029507329535,gazipur,"৳4,300,000","Chandana, Gazipur Sadar Upazila"
Ready Flat 2410 Sq Ft Is Now For Sale In Bagmoniram Nearby Shahid Zia Shishu Park,2.799395034910474,2.9765693309053023,4,vacant,1039.6995501436777,chattogram,"৳15,500,000","Chatteshwari Road, 15 No. Bagmoniram Ward"
"1644 Square Feet Residential Apartment For Sale At Al-Madani Road, Sholokbahar .",2.9162197231375258,2.9213192138974104,7,vacant,2546.7799643954922,chattogram,"৳9,864,000","Al-Madani Road, Sholokbahar"
"At Kazirhat, A 1100 Sq Ft Apartment Is Up For Sale",3.287838405292609,2.902667991371156,1,vacant,2578.607429476362,chattogram,"৳4,500,000","Mohara, 4 No Chandgaon Ward"
A 1220 Sq Ft Home Is Available To Sale In West Shewrapara,2.9210712594020034,2.8978107141139824,6,vacant,2069.9461757434933,dhaka,"৳5,000,000","West Shewrapara, Mirpur"
Ready To Move in Dakshin Khan | 1475 SFT 3 bedroom Apt. | Well Maintained,3.163393381646459,2.9395274402739657,9,vacant,1832.9378973052355,dhaka,"৳8,850,000","South Mollartek, Dakshin Khan"
Flat For Sale In Agargaon Close To Agargaon Jame Masjid,2.793161044425405,2.898759354804325,1,vacant,2167.9727372297198,dhaka,"৳8,500,000","West Agargaon, Agargaon"
"In The Location Of Bproperty Village, Narayanganj, A Plot Is Up For Sale",1.9544861983497501,1.847001736195259,,vacant,34.72283492990255,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
A Standard Apartment In Mirpur Near To M.A Zabbar Memorial High School Is Up For Sale,2.7895267261771908,3.021467108566957,2,vacant,1552.5302332911156,dhaka,"৳4,000,000","Pirerbag, Mirpur"
850 Sq Ft Flat Is For Sale At Paikpara Near To Baitul Mamur Jame Masjid,2.9248886896360267,3.022953635021928,,,2106.982587416571,dhaka,"৳4,000,000","Ahmed Nagar, Mirpur"
1230 Sq Ft Flat With All The Optimistic Home Approaches Is Up For Sale In Double Mooring,3.186166630339179,3.1664113879563462,7,vacant,1365.0759160262205,chattogram,"৳9,500,000","28 No. Pathantooly Ward, Double Mooring"
"Lovely Apartment Of 2150 Sq Ft Is Up For Sale In Zakir Hossain Road, Khulshi",2.617319637443035,2.934607485273419,5,vacant,1908.5323575010777,chattogram,"৳13,000,000","Zakir Hossain Road, Khulshi"
"1900 Sq Ft Apartment Is Ready For Sale In Adabor, Dhaka Housing Main Road",3.0962446777003887,3.028971495703824,9,vacant,1506.7017031522923,dhaka,"৳12,350,000","Dhaka Housing Main Road, Adabor"
"Your Dream Plot Is Waiting For Sale In Narayanganj, Bproperty Village",3.0526692935900543,3.030596869660133,,vacant,-27.57136056458421,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
"Have A Look At This 3 Katha Plot Which Is Up For Sale Located At Rupganj, Bproperty Village",1.8683686492636724,1.9751636637367924,,vacant,535.1876931565388,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj"
Buy This 1425 Sq Ft Ready Apartment In 22 No. Enayet Bazaar Ward,2.6796321420359317,3.072828147340435,6,vacant,731.2952182645272,chattogram,"৳8,550,000","Jubilee Road, 22 No. Enayet Bazaar Ward"
"View This 1000 Sq Ft Desirable Flat For Sale In Gazipur, Chandana",3.0159799802007696,3.0758510784625583,9,vacant,2163.1309923645813,gazipur,"৳4,300,000","Chandana, Gazipur Sadar Upazila"
This 1800 Sq Ft Apartment With 3 Bedrooms Is Up For Sale At South Khulsi,3.8826931823677966,4.032035022794005,,vacant,2779.498276309455,chattogram,"৳8,500,000","South Khulshi, Khulshi"
A 1547 Sq Feet Flat For Sale In Jhautola,4.051548407419996,3.9749873358038834,7,vacant,3997.4453392327055,cumilla,"৳6,190,000","Shahid Khawaja Nizamuddin Road, Jhautola"
Plot Is Of 5 Katha For Sale In Bproperty Village,,,,vacant,5238.2607487697815,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj"
"A 1160 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Section 1, Mirpur",3.3548671796133354,2.8661742745824865,7,vacant,1797.8602728719416,dhaka,"৳8,000,000","Section 1, Mirpur"
1250 Square Feet-3 Bedroom Residential Apartment For Sale Close To East Ahmed Nagar Baitul Ekram Masjid.,2.9469717968527562,1.921146244623949,2,vacant,1530.8578448671683,dhaka,"৳5,250,000","Ahmed Nagar, Mirpur"
"Standard 4 Katha Residential Plot For Sale In Purbachal, Sector 28",1.7732485610117372,1.9391406537575913,,vacant,1029.2073488086244,dhaka,"৳32,000,000","Sector 28, Purbachal"
A 3 Bedroom Residential Apartment For Sale Close To Tongi Government College Masjid.,3.0397177408786265,3.8900267536519464,3,vacant,2081.218853350344,gazipur,"৳4,000,000","Tongi, Gazipur Sadar Upazila"
Well Developed Flat Is Up For Sale In Bashundhara R-A Nearby Playpan School.,2.0487393130152727,2.0430436674480004,5,vacant,2176.20487627128,dhaka,"৳12,500,000","Block I, Bashundhara R-A"
1365 Sq Ft Flat With 3 Bedrooms Is Up For Sale In Mirpur-10,3.301122123661715,2.117082168629051,9,vacant,-69.75459292150344,dhaka,"৳7,507,500","Section 10, Mirpur"
Favorable 1128 SFT 3 Bedroom Flat For Sale In Badda,2.1850152815141017,1.911152061904032,3,vacant,995.9457451934122,dhaka,"৳7,118,000","Uttar Badda, Badda"
This 1430 Sq.Ft Flat In Patharghata Is Up For Sale With A Convenient Price .,3.079063238335957,2.0277328807362704,8,vacant,702.7901455865397,chattogram,"৳7,936,000","Patharghata, Bakalia"
This 1580 SFT Apartment For Sale At Nasirabad Housing Society,3.324188421223918,1.8988190247298073,3,vacant,1253.9342343317253,chattogram,"৳13,500,000","Nasirabad Housing Society, Muradpur"
1050 Square Feet Residential Apartment For Sale At West Kazipara Nearby Baish Bari Masjid,2.7366346912162136,2.9701653705701694,1,vacant,1158.0745149553125,dhaka,"৳6,200,000","West Kazipara, Mirpur"
Meet With A Fascinating Ready Plot For Sale In Purbachal Marine City,2.858265817267081,2.932455789896206,,vacant,1108.967378321303,narayanganj-city,"৳6,500,000","Rupganj, Narayanganj"
Buy This 2687 Square Feet Flat In The Nice Area Of Banani,1.7947211111310166,2.0588915314891403,4,vacant,1479.12360579296,dhaka,"৳47,500,000","Road No 25, Banani"
A Convenient 2252 Sq Ft Residential Flat Is Prepared To Be Sold At 31 No. Alkoron Ward,2.9136393255142465,1.9335850405185087,1,vacant,386.4065359083862,chattogram,"৳11,260,000","Alkaran Road, 31 No. Alkoron Ward"
We Have A 1500 Sq.Ft Flat For Sale In Bagichagaon Nearby Bagichagaon Govt. Primary School,3.6950011433892866,4.098984319371742,6,vacant,2727.732443367935,cumilla,"৳5,700,000","North Bagichagaon, Bagichagaon"
Evaluate This 8000 Sq Ft Full Building Up For Sale At Bayazid,3.140714942833898,2.975957838018654,1,vacant,757.912269735947,chattogram,"৳29,500,000","Oxygen, Bayazid"
Offering You A 1370 Sq Ft Flat For Sale In Uttar Badda,,,2,vacant,21282.905441458355,dhaka,"৳7,800,000","Uttar Badda, Badda"
For Selling Purpose This 1080 Sq.Ft Flat Is Now Available In South Thakur Para Nearby Thakurpara Jame Masjid,2.674149232259343,1.8773723211094906,6,vacant,159.78398585217928,cumilla,"৳3,800,000","South Thakur Para, Thakur Para"
A Lucrative Business Space Is Up For Sale In The Great Location Of Sheikh Mujib Road Near To Dutch-bangla Bank Limited | Fast Track.,2.7750028507834683,3.02477439640206,12,vacant,978.7360571697722,chattogram,"৳33,917,000","Sheikh Mujib Road, Double Mooring"
